timestamp,instance,vehicle_id,pos_x,pos_y,pos_z,speed_kmh,heading,intent,is_attack,attack_type
1780589274.2956083,B,89baf8f5-602f-11f1-92aa-40c2ba7c699c,-344.0227613919504,50.7210585931078,0.18240003287792206,0.0,0.0,platoon_follow,1,spoofing
1780589274.295903,B,89baf8f6-602f-11f1-92aa-40c2ba7c699c,-360.0,8.300000190734863,0.18240003287792206,0.0,0.0,platoon_follow,0,none
1780589274.2960544,B,89baf8f7-602f-11f1-92aa-40c2ba7c699c,-370.0,8.300000190734863,0.18240003287792206,0.0,0.0,platoon_follow,0,none
1780589274.2962096,B,8a9b6088-602f-11f1-92aa-40c2ba7c699c,-378.80913609581944,21.288272212415052,0.18240003287792206,0.0,0.0,platoon_follow,1,spoofing
1780589274.6723588,B,89baf8f5-602f-11f1-92aa-40c2ba7c699c,-369.65987373754746,-32.632946060081196,0.009785518050193787,6.506185577830873e-07,0.0,platoon_follow,1,spoofing
1780589274.6725614,B,89baf8f6-602f-11f1-92aa-40c2ba7c699c,-360.0,8.300000190734863,0.009785518050193787,6.776690389352296e-07,0.0,platoon_follow,0,none
1780589274.6726584,B,89baf8f7-602f-11f1-92aa-40c2ba7c699c,-321.78065792012217,54.775778303291546,0.009785518050193787,6.785401050424916e-07,0.0,platoon_follow,1,spoofing
1780589274.672862,B,8a9b6088-602f-11f1-92aa-40c2ba7c699c,-380.0,8.300000190734863,0.009785518050193787,6.782430859168815e-07,0.0,platoon_follow,0,none
1780589274.861829,B,89baf8f5-602f-11f1-92aa-40c2ba7c699c,-398.4999263050395,11.13812680778274,0.027338428422808647,1.3191214404361406e-07,0.0,platoon_follow,1,spoofing
1780589274.8620632,B,89baf8f6-602f-11f1-92aa-40c2ba7c699c,-406.99174107752117,4.693446313063319,0.027338428422808647,5.686175916375018e-07,0.0,platoon_follow,1,spoofing
1780589274.8622112,B,89baf8f7-602f-11f1-92aa-40c2ba7c699c,-370.0,8.300000190734863,0.027338428422808647,5.682960589704752e-07,0.0,platoon_follow,0,none
1780589274.8624043,B,8a9b6088-602f-11f1-92aa-40c2ba7c699c,-380.0,8.300000190734863,0.027338428422808647,5.724337444157411e-07,0.0,platoon_follow,0,none
1780589275.0582454,B,89baf8f5-602f-11f1-92aa-40c2ba7c699c,-350.0,8.300000190734863,0.032742634415626526,3.428641550693299e-08,0.0,platoon_follow,0,none
1780589275.0584607,B,89baf8f6-602f-11f1-92aa-40c2ba7c699c,-343.75504681096317,4.03298835069063,0.032742634415626526,5.41425724144243e-08,0.0,platoon_follow,1,spoofing
1780589275.058603,B,89baf8f7-602f-11f1-92aa-40c2ba7c699c,-370.0,8.300000190734863,0.032742634415626526,2.5557863838256414e-08,0.0,platoon_follow,0,none
1780589275.0586944,B,8a9b6088-602f-11f1-92aa-40c2ba7c699c,-380.0,8.300000190734863,0.032742634415626526,2.2681021594141457e-08,0.0,platoon_follow,0,none
1780589275.217481,B,89baf8f5-602f-11f1-92aa-40c2ba7c699c,-350.0,8.300000190734863,0.033489473164081573,2.3249647584899914e-07,0.0,platoon_follow,0,none
1780589275.2179246,B,89baf8f6-602f-11f1-92aa-40c2ba7c699c,-387.03340983920947,-12.796005077844924,0.033489473164081573,8.178197412365812e-07,0.0,platoon_follow,1,spoofing
1780589275.2180376,B,89baf8f7-602f-11f1-92aa-40c2ba7c699c,-335.34163781188215,-3.048646638671684,0.033489473164081573,6.048955682581732e-07,0.0,platoon_follow,1,spoofing
1780589275.218217,B,8a9b6088-602f-11f1-92aa-40c2ba7c699c,-380.0,8.300000190734863,0.033489473164081573,5.419129362319216e-07,0.0,platoon_follow,0,none
